"gene","date","library_stock_id","gene_plus_library_stock","experiment_id","count_adult","count_larva","count_embryo"
"mat-1","2015-09-11","L4440_E08","mat-1_L4440_E08","57711_E08",10,584,86
"mat-1","2015-09-11","L4440_E09","mat-1_L4440_E09","57710_E09",6,423,179
"mat-1","2015-09-11","L4440_E09","mat-1_L4440_E09","57711_E09",7,619,102
"mat-1","2015-09-11","L4440_E10","mat-1_L4440_E10","57710_E10",8,443,158
"mat-1","2015-09-11","L4440_E10","mat-1_L4440_E10","57711_E10",7,606,187
"mat-1","2015-09-11","L4440_E11","mat-1_L4440_E11","57710_E11",5,454,176
"mat-1","2015-09-11","L4440_E11","mat-1_L4440_E11","57711_E11",10,630,100
"mat-1","2015-09-11","L4440_E12","mat-1_L4440_E12","57710_E12",11,525,154
"mat-1","2015-09-11","L4440_E12","mat-1_L4440_E12","57711_E12",9,632,102
"mat-1","2015-09-11","L4440_F01","mat-1_L4440_F01","57710_F01",6,437,127
"mat-1","2015-09-11","L4440_F01","mat-1_L4440_F01","57711_F01",5,501,102
"mat-1","2015-09-11","L4440_F02","mat-1_L4440_F02","57710_F02",3,407,114
"mat-1","2015-09-11","L4440_F02","mat-1_L4440_F02","57711_F02",5,560,122
"mat-1","2015-09-11","L4440_F03","mat-1_L4440_F03","57710_F03",3,477,262
"mat-1","2015-09-11","L4440_F03","mat-1_L4440_F03","57711_F03",3,536,143
"mat-1","2015-09-11","L4440_F04","mat-1_L4440_F04","57710_F04",10,565,139
"mat-1","2015-09-11","L4440_F04","mat-1_L4440_F04","57711_F04",10,580,86
"mat-1","2015-09-11","L4440_F05","mat-1_L4440_F05","57710_F05",6,475,173
"mat-1","2015-09-11","L4440_F05","mat-1_L4440_F05","57711_F05",5,490,109
"mat-1","2015-09-11","L4440_F06","mat-1_L4440_F06","57710_F06",8,530,208
"mat-1","2015-09-11","L4440_F06","mat-1_L4440_F06","57711_F06",7,556,160
"mat-1","2015-09-11","L4440_F07","mat-1_L4440_F07","57710_F07",12,489,229
"mat-1","2015-09-11","L4440_F07","mat-1_L4440_F07","57711_F07",5,604,168
"mat-1","2015-09-11","L4440_F08","mat-1_L4440_F08","57710_F08",7,596,139
"mat-1","2015-09-11","L4440_F08","mat-1_L4440_F08","57711_F08",5,502,126
"mat-1","2015-09-11","L4440_F09","mat-1_L4440_F09","57710_F09",9,509,193
"mat-1","2015-09-11","L4440_F09","mat-1_L4440_F09","57711_F09",8,615,106
"mat-1","2015-09-11","L4440_F10","mat-1_L4440_F10","57710_F10",9,481,136
"mat-1","2015-09-11","L4440_F10","mat-1_L4440_F10","57711_F10",7,598,112
"mat-1","2015-09-11","L4440_F11","mat-1_L4440_F11","57710_F11",10,392,203
"mat-1","2015-09-11","L4440_F11","mat-1_L4440_F11","57711_F11",7,590,115
"mat-1","2015-09-11","L4440_F12","mat-1_L4440_F12","57710_F12",10,598,163
"mat-1","2015-09-11","L4440_F12","mat-1_L4440_F12","57711_F12",11,663,150
"mat-1","2015-09-11","L4440_G01","mat-1_L4440_G01","57710_G01",9,613,131
"mat-1","2015-09-11","L4440_G01","mat-1_L4440_G01","57711_G01",4,451,84
"mat-1","2015-09-11","L4440_G02","mat-1_L4440_G02","57710_G02",5,581,104
"mat-1","2015-09-11","L4440_G02","mat-1_L4440_G02","57711_G02",13,583,105
"mat-1","2015-09-11","L4440_G03","mat-1_L4440_G03","57710_G03",4,463,159
"mat-1","2015-09-11","L4440_G03","mat-1_L4440_G03","57711_G03",10,722,147
"mat-1","2015-09-11","L4440_G04","mat-1_L4440_G04","57710_G04",9,630,133
"mat-1","2015-09-11","L4440_G04","mat-1_L4440_G04","57711_G04",11,788,135
"mat-1","2015-09-11","L4440_G05","mat-1_L4440_G05","57710_G05",10,435,132
"mat-1","2015-09-11","L4440_G05","mat-1_L4440_G05","57711_G05",7,532,151
"mat-1","2015-09-11","L4440_G06","mat-1_L4440_G06","57710_G06",9,584,192
"mat-1","2015-09-11","L4440_G06","mat-1_L4440_G06","57711_G06",3,473,146
"mat-1","2015-09-11","L4440_G07","mat-1_L4440_G07","57710_G07",9,590,159
"mat-1","2015-09-11","L4440_G07","mat-1_L4440_G07","57711_G07",11,521,98
"mat-1","2015-09-11","L4440_G08","mat-1_L4440_G08","57710_G08",9,521,199
"mat-1","2015-09-11","L4440_G08","mat-1_L4440_G08","57711_G08",4,604,95
"mat-1","2015-09-11","L4440_G09","mat-1_L4440_G09","57710_G09",5,437,121
"mat-1","2015-09-11","L4440_G09","mat-1_L4440_G09","57711_G09",9,593,134
"mat-1","2015-09-11","L4440_G10","mat-1_L4440_G10","57710_G10",4,463,208
"mat-1","2015-09-11","L4440_G10","mat-1_L4440_G10","57711_G10",7,642,143
"mat-1","2015-09-11","L4440_G11","mat-1_L4440_G11","57710_G11",13,432,220
"mat-1","2015-09-11","L4440_G11","mat-1_L4440_G11","57711_G11",4,598,134
"mat-1","2015-09-11","L4440_G12","mat-1_L4440_G12","57710_G12",12,553,189
"mat-1","2015-09-11","L4440_G12","mat-1_L4440_G12","57711_G12",10,575,153
"mat-1","2015-09-11","L4440_H01","mat-1_L4440_H01","57710_H01",4,453,76
"mat-1","2015-09-11","L4440_H01","mat-1_L4440_H01","57711_H01",8,628,101
"mat-1","2015-09-11","L4440_H02","mat-1_L4440_H02","57710_H02",5,500,97
"mat-1","2015-09-11","L4440_H02","mat-1_L4440_H02","57711_H02",7,621,107
"mat-1","2015-09-11","L4440_H03","mat-1_L4440_H03","57710_H03",6,586,118
"mat-1","2015-09-11","L4440_H03","mat-1_L4440_H03","57711_H03",7,584,117
"mat-1","2015-09-11","L4440_H04","mat-1_L4440_H04","57710_H04",8,493,134
"mat-1","2015-09-11","L4440_H04","mat-1_L4440_H04","57711_H04",6,582,111
"mat-1","2015-09-11","L4440_H05","mat-1_L4440_H05","57710_H05",6,618,209
"mat-1","2015-09-11","L4440_H05","mat-1_L4440_H05","57711_H05",9,666,111
"mat-1","2015-09-11","L4440_H06","mat-1_L4440_H06","57710_H06",11,565,158
"mat-1","2015-09-11","L4440_H06","mat-1_L4440_H06","57711_H06",7,628,102
"mat-1","2015-09-11","L4440_H07","mat-1_L4440_H07","57710_H07",12,501,119
"mat-1","2015-09-11","L4440_H07","mat-1_L4440_H07","57711_H07",9,532,112
"mat-1","2015-09-11","L4440_H08","mat-1_L4440_H08","57710_H08",9,537,177
"mat-1","2015-09-11","L4440_H08","mat-1_L4440_H08","57711_H08",10,633,136
"mat-1","2015-09-11","L4440_H09","mat-1_L4440_H09","57710_H09",5,571,179
"mat-1","2015-09-11","L4440_H09","mat-1_L4440_H09","57711_H09",8,654,157
"mat-1","2015-09-11","L4440_H10","mat-1_L4440_H10","57710_H10",7,427,206
"mat-1","2015-09-11","L4440_H10","mat-1_L4440_H10","57711_H10",8,484,85
"mat-1","2015-09-11","L4440_H11","mat-1_L4440_H11","57710_H11",7,448,173
"mat-1","2015-09-11","L4440_H11","mat-1_L4440_H11","57711_H11",13,563,128
"mat-1","2015-09-11","L4440_H12","mat-1_L4440_H12","57710_H12",9,558,100
"mat-1","2015-09-11","L4440_H12","mat-1_L4440_H12","57711_H12",8,597,145
"mbk-2","2011-11-16","universal-F3_A02","mbk-2_universal-F3_A02","50084_A02",8,253,336
"mbk-2","2011-11-16","universal-F3_A11","mbk-2_universal-F3_A11","50084_A11",6,215,443
"mbk-2","2011-11-16","universal-F3_B02","mbk-2_universal-F3_B02","50084_B02",8,192,445
"mbk-2","2011-11-16","universal-F3_B11","mbk-2_universal-F3_B11","50084_B11",9,206,404
"mbk-2","2011-11-16","universal-F3_C02","mbk-2_universal-F3_C02","50084_C02",6,220,401
"mbk-2","2011-11-16","universal-F3_D02","mbk-2_universal-F3_D02","50084_D02",7,181,339
"mbk-2","2011-11-16","universal-F3_D11","mbk-2_universal-F3_D11","50084_D11",6,174,447
"mbk-2","2011-11-16","universal-F3_E02","mbk-2_universal-F3_E02","50084_E02",8,188,358
"mbk-2","2011-11-16","universal-F3_E11","mbk-2_universal-F3_E11","50084_E11",10,167,233
"mbk-2","2011-11-16","universal-F3_F02","mbk-2_universal-F3_F02","50084_F02",7,172,271
"mbk-2","2011-11-16","universal-F3_F11","mbk-2_universal-F3_F11","50084_F11",13,175,269
"mbk-2","2011-11-16","universal-F3_G11","mbk-2_universal-F3_G11","50084_G11",5,165,458
"mbk-2","2011-11-16","universal-F3_H02","mbk-2_universal-F3_H02","50084_H02",8,248,367
"mbk-2","2011-11-16","universal-F3_H11","mbk-2_universal-F3_H11","50084_H11",8,197,338
"mbk-2","2011-11-23","universal-F3_A02","mbk-2_universal-F3_A02","50304_A02",5,286,387
"mbk-2","2011-11-23","universal-F3_A11","mbk-2_universal-F3_A11","50304_A11",10,242,480
"mbk-2","2011-11-23","universal-F3_B02","mbk-2_universal-F3_B02","50304_B02",9,196,430
"mbk-2","2011-11-23","universal-F3_B11","mbk-2_universal-F3_B11","50304_B11",12,262,442
"mbk-2","2011-11-23","universal-F3_C02","mbk-2_universal-F3_C02","50304_C02",10,212,448
"mbk-2","2011-11-23","universal-F3_D02","mbk-2_universal-F3_D02","50304_D02",3,176,442
"mbk-2","2011-11-23","universal-F3_D11","mbk-2_universal-F3_D11","50304_D11",10,191,310
"mbk-2","2011-11-23","universal-F3_E02","mbk-2_universal-F3_E02","50304_E02",6,153,420
"mbk-2","2011-11-23","universal-F3_E11","mbk-2_universal-F3_E11","50304_E11",12,98,164
"mbk-2","2011-11-23","universal-F3_F02","mbk-2_universal-F3_F02","50304_F02",4,226,456
"mbk-2","2011-11-23","universal-F3_F11","mbk-2_universal-F3_F11","50304_F11",12,128,153
"mbk-2","2011-11-23","universal-F3_G11","mbk-2_universal-F3_G11","50304_G11",9,229,354
"mbk-2","2011-11-23","universal-F3_H02","mbk-2_universal-F3_H02","50304_H02",6,288,494
"mbk-2","2011-11-23","universal-F3_H11","mbk-2_universal-F3_H11","50304_H11",13,199,358
"mbk-2","2014-09-03","universal-F4_A02","mbk-2_universal-F4_A02","54030_A02",6,350,550
"mbk-2","2014-09-03","universal-F4_B02","mbk-2_universal-F4_B02","54030_B02",5,285,376
"mbk-2","2014-09-03","universal-F4_C02","mbk-2_universal-F4_C02","54030_C02",5,217,443
"mbk-2","2014-09-03","universal-F4_D02","mbk-2_universal-F4_D02","54030_D02",5,225,449
"mbk-2","2014-09-03","universal-F4_E02","mbk-2_universal-F4_E02","54030_E02",7,338,549
"mbk-2","2014-09-03","universal-F4_F02","mbk-2_universal-F4_F02","54030_F02",4,231,497
"mbk-2","2014-09-03","universal-F4_H02","mbk-2_universal-F4_H02","54030_H02",6,398,368
"mbk-2","2014-09-10","universal-F4_A02","mbk-2_universal-F4_A02","54194_A02",9,460,807
"mbk-2","2014-09-10","universal-F4_B02","mbk-2_universal-F4_B02","54194_B02",7,430,599
"mbk-2","2014-09-10","universal-F4_C02","mbk-2_universal-F4_C02","54194_C02",7,286,507
"mbk-2","2014-09-10","universal-F4_D02","mbk-2_universal-F4_D02","54194_D02",9,304,696
"mbk-2","2014-09-10","universal-F4_E02","mbk-2_universal-F4_E02","54194_E02",9,291,506
"mbk-2","2014-09-10","universal-F4_F02","mbk-2_universal-F4_F02","54194_F02",16,243,537
"mbk-2","2014-09-10","universal-F4_H02","mbk-2_universal-F4_H02","54194_H02",13,247,1093
"mbk-2","2015-06-26","L4440_A01","mbk-2_L4440_A01","55367_A01",7,521,475
"mbk-2","2015-06-26","L4440_A01","mbk-2_L4440_A01","55368_A01",8,602,422
"mbk-2","2015-06-26","L4440_A02","mbk-2_L4440_A02","55367_A02",9,330,543
"mbk-2","2015-06-26","L4440_A02","mbk-2_L4440_A02","55368_A02",9,557,697
"mbk-2","2015-06-26","L4440_A03","mbk-2_L4440_A03","55367_A03",8,365,547
"mbk-2","2015-06-26","L4440_A03","mbk-2_L4440_A03","55368_A03",13,685,540
"mbk-2","2015-06-26","L4440_A04","mbk-2_L4440_A04","55367_A04",6,475,418
"mbk-2","2015-06-26","L4440_A04","mbk-2_L4440_A04","55368_A04",6,553,653
"mbk-2","2015-06-26","L4440_A05","mbk-2_L4440_A05","55367_A05",7,456,483
"mbk-2","2015-06-26","L4440_A05","mbk-2_L4440_A05","55368_A05",12,558,620
"mbk-2","2015-06-26","L4440_A06","mbk-2_L4440_A06","55367_A06",11,513,489
"mbk-2","2015-06-26","L4440_A06","mbk-2_L4440_A06","55368_A06",7,532,607
"mbk-2","2015-06-26","L4440_A07","mbk-2_L4440_A07","55367_A07",12,480,378
"mbk-2","2015-06-26","L4440_A07","mbk-2_L4440_A07","55368_A07",11,560,625
"mbk-2","2015-06-26","L4440_A08","mbk-2_L4440_A08","55367_A08",10,446,492
"mbk-2","2015-06-26","L4440_A08","mbk-2_L4440_A08","55368_A08",9,472,498
"mbk-2","2015-06-26","L4440_A09","mbk-2_L4440_A09","55367_A09",11,537,390
"mbk-2","2015-06-26","L4440_A09","mbk-2_L4440_A09","55368_A09",7,608,740
"mbk-2","2015-06-26","L4440_A10","mbk-2_L4440_A10","55367_A10",11,494,476
"mbk-2","2015-06-26","L4440_A10","mbk-2_L4440_A10","55368_A10",10,514,472
"mbk-2","2015-06-26","L4440_A11","mbk-2_L4440_A11","55367_A11",14,492,598
"mbk-2","2015-06-26","L4440_A11","mbk-2_L4440_A11","55368_A11",13,567,610
"mbk-2","2015-06-26","L4440_A12","mbk-2_L4440_A12","55367_A12",19,512,625
"mbk-2","2015-06-26","L4440_A12","mbk-2_L4440_A12","55368_A12",13,549,658
"mbk-2","2015-06-26","L4440_B01","mbk-2_L4440_B01","55367_B01",10,465,403
"mbk-2","2015-06-26","L4440_B01","mbk-2_L4440_B01","55368_B01",14,566,391
"mbk-2","2015-06-26","L4440_B02","mbk-2_L4440_B02","55367_B02",9,429,343
"mbk-2","2015-06-26","L4440_B02","mbk-2_L4440_B02","55368_B02",8,574,342
"mbk-2","2015-06-26","L4440_B03","mbk-2_L4440_B03","55367_B03",11,504,537
"mbk-2","2015-06-26","L4440_B03","mbk-2_L4440_B03","55368_B03",13,476,406
"mbk-2","2015-06-26","L4440_B04","mbk-2_L4440_B04","55367_B04",10,461,438
"mbk-2","2015-06-26","L4440_B04","mbk-2_L4440_B04","55368_B04",8,508,534
"mbk-2","2015-06-26","L4440_B05","mbk-2_L4440_B05","55367_B05",12,354,526
"mbk-2","2015-06-26","L4440_B05","mbk-2_L4440_B05","55368_B05",18,446,380
"mbk-2","2015-06-26","L4440_B06","mbk-2_L4440_B06","55367_B06",12,426,479
"mbk-2","2015-06-26","L4440_B06","mbk-2_L4440_B06","55368_B06",11,465,502
"mbk-2","2015-06-26","L4440_B07","mbk-2_L4440_B07","55367_B07",15,336,415
"mbk-2","2015-06-26","L4440_B07","mbk-2_L4440_B07","55368_B07",9,381,595
"mbk-2","2015-06-26","L4440_B08","mbk-2_L4440_B08","55367_B08",8,418,579
"mbk-2","2015-06-26","L4440_B08","mbk-2_L4440_B08","55368_B08",10,459,449
"mbk-2","2015-06-26","L4440_B09","mbk-2_L4440_B09","55367_B09",5,371,552
"mbk-2","2015-06-26","L4440_B09","mbk-2_L4440_B09","55368_B09",6,449,527
"mbk-2","2015-06-26","L4440_B10","mbk-2_L4440_B10","55367_B10",11,467,447
"mbk-2","2015-06-26","L4440_B10","mbk-2_L4440_B10","55368_B10",10,454,522
"mbk-2","2015-06-26","L4440_B11","mbk-2_L4440_B11","55367_B11",14,472,528
"mbk-2","2015-06-26","L4440_B11","mbk-2_L4440_B11","55368_B11",14,504,345
"mbk-2","2015-06-26","L4440_B12","mbk-2_L4440_B12","55367_B12",16,537,578
"mbk-2","2015-06-26","L4440_B12","mbk-2_L4440_B12","55368_B12",11,584,697
"mbk-2","2015-06-26","L4440_C01","mbk-2_L4440_C01","55367_C01",7,424,395
"mbk-2","2015-06-26","L4440_C01","mbk-2_L4440_C01","55368_C01",8,487,358
"mbk-2","2015-06-26","L4440_C02","mbk-2_L4440_C02","55367_C02",7,367,446
"mbk-2","2015-06-26","L4440_C02","mbk-2_L4440_C02","55368_C02",11,477,322
"mbk-2","2015-06-26","L4440_C03","mbk-2_L4440_C03","55367_C03",15,368,257
"mbk-2","2015-06-26","L4440_C03","mbk-2_L4440_C03","55368_C03",18,411,528
"mbk-2","2015-06-26","L4440_C04","mbk-2_L4440_C04","55367_C04",9,240,323
"mbk-2","2015-06-26","L4440_C04","mbk-2_L4440_C04","55368_C04",8,469,499
"mbk-2","2015-06-26","L4440_C05","mbk-2_L4440_C05","55367_C05",13,357,356
"mbk-2","2015-06-26","L4440_C05","mbk-2_L4440_C05","55368_C05",9,481,452
"mbk-2","2015-06-26","L4440_C06","mbk-2_L4440_C06","55367_C06",9,271,433
"mbk-2","2015-06-26","L4440_C06","mbk-2_L4440_C06","55368_C06",15,136,160
"mbk-2","2015-06-26","L4440_C07","mbk-2_L4440_C07","55367_C07",8,465,452
"mbk-2","2015-06-26","L4440_C07","mbk-2_L4440_C07","55368_C07",7,405,489
"mbk-2","2015-06-26","L4440_C08","mbk-2_L4440_C08","55367_C08",8,373,554
"mbk-2","2015-06-26","L4440_C08","mbk-2_L4440_C08","55368_C08",7,382,452
"mbk-2","2015-06-26","L4440_C09","mbk-2_L4440_C09","55367_C09",10,442,434
"mbk-2","2015-06-26","L4440_C09","mbk-2_L4440_C09","55368_C09",15,344,303
"mbk-2","2015-06-26","L4440_C10","mbk-2_L4440_C10","55367_C10",16,370,542
"mbk-2","2015-06-26","L4440_C10","mbk-2_L4440_C10","55368_C10",11,453,479
"mbk-2","2015-06-26","L4440_C11","mbk-2_L4440_C11","55367_C11",9,455,654
"mbk-2","2015-06-26","L4440_C11","mbk-2_L4440_C11","55368_C11",8,441,433
"mbk-2","2015-06-26","L4440_C12","mbk-2_L4440_C12","55367_C12",11,530,588
"mbk-2","2015-06-26","L4440_C12","mbk-2_L4440_C12","55368_C12",10,484,550
"mbk-2","2015-06-26","L4440_D01","mbk-2_L4440_D01","55367_D01",8,506,470
"mbk-2","2015-06-26","L4440_D01","mbk-2_L4440_D01","55368_D01",11,574,437
"mbk-2","2015-06-26","L4440_D02","mbk-2_L4440_D02","55367_D02",11,414,447
"mbk-2","2015-06-26","L4440_D02","mbk-2_L4440_D02","55368_D02",7,500,532
"mbk-2","2015-06-26","L4440_D03","mbk-2_L4440_D03","55367_D03",8,472,454
"mbk-2","2015-06-26","L4440_D03","mbk-2_L4440_D03","55368_D03",13,549,453
"mbk-2","2015-06-26","L4440_D04","mbk-2_L4440_D04","55367_D04",18,366,383
"mbk-2","2015-06-26","L4440_D04","mbk-2_L4440_D04","55368_D04",16,401,396
"mbk-2","2015-06-26","L4440_D05","mbk-2_L4440_D05","55367_D05",10,453,473
"mbk-2","2015-06-26","L4440_D05","mbk-2_L4440_D05","55368_D05",8,465,484
"mbk-2","2015-06-26","L4440_D06","mbk-2_L4440_D06","55367_D06",8,461,463
"mbk-2","2015-06-26","L4440_D06","mbk-2_L4440_D06","55368_D06",7,513,449
"mbk-2","2015-06-26","L4440_D07","mbk-2_L4440_D07","55367_D07",15,468,577
"mbk-2","2015-06-26","L4440_D07","mbk-2_L4440_D07","55368_D07",10,433,461
"mbk-2","2015-06-26","L4440_D08","mbk-2_L4440_D08","55367_D08",9,452,483
"mbk-2","2015-06-26","L4440_D08","mbk-2_L4440_D08","55368_D08",6,442,595
"mbk-2","2015-06-26","L4440_D09","mbk-2_L4440_D09","55367_D09",9,490,483
"mbk-2","2015-06-26","L4440_D09","mbk-2_L4440_D09","55368_D09",8,482,426
"mbk-2","2015-06-26","L4440_D10","mbk-2_L4440_D10","55367_D10",11,445,552
"mbk-2","2015-06-26","L4440_D10","mbk-2_L4440_D10","55368_D10",12,463,387
"mbk-2","2015-06-26","L4440_D11","mbk-2_L4440_D11","55367_D11",9,447,558
"mbk-2","2015-06-26","L4440_D11","mbk-2_L4440_D11","55368_D11",12,375,328
"mbk-2","2015-06-26","L4440_D12","mbk-2_L4440_D12","55367_D12",13,576,531
"mbk-2","2015-06-26","L4440_D12","mbk-2_L4440_D12","55368_D12",11,534,627
"mbk-2","2015-06-26","L4440_E01","mbk-2_L4440_E01","55367_E01",6,426,622
"mbk-2","2015-06-26","L4440_E01","mbk-2_L4440_E01","55368_E01",14,469,494
"mbk-2","2015-06-26","L4440_E02","mbk-2_L4440_E02","55367_E02",10,255,509
"mbk-2","2015-06-26","L4440_E02","mbk-2_L4440_E02","55368_E02",8,608,452
"mbk-2","2015-06-26","L4440_E03","mbk-2_L4440_E03","55367_E03",18,479,401
"mbk-2","2015-06-26","L4440_E03","mbk-2_L4440_E03","55368_E03",8,515,557
"mbk-2","2015-06-26","L4440_E04","mbk-2_L4440_E04","55367_E04",12,302,532
"mbk-2","2015-06-26","L4440_E04","mbk-2_L4440_E04","55368_E04",12,454,557
"mbk-2","2015-06-26","L4440_E05","mbk-2_L4440_E05","55367_E05",8,376,451
"mbk-2","2015-06-26","L4440_E05","mbk-2_L4440_E05","55368_E05",4,386,436
"mbk-2","2015-06-26","L4440_E06","mbk-2_L4440_E06","55367_E06",15,282,351
"mbk-2","2015-06-26","L4440_E06","mbk-2_L4440_E06","55368_E06",13,295,391
"mbk-2","2015-06-26","L4440_E07","mbk-2_L4440_E07","55367_E07",12,607,495
"mbk-2","2015-06-26","L4440_E07","mbk-2_L4440_E07","55368_E07",10,360,505
"mbk-2","2015-06-26","L4440_E08","mbk-2_L4440_E08","55367_E08",10,418,426
"mbk-2","2015-06-26","L4440_E08","mbk-2_L4440_E08","55368_E08",7,412,407
"mbk-2","2015-06-26","L4440_E09","mbk-2_L4440_E09","55367_E09",7,365,659
"mbk-2","2015-06-26","L4440_E09","mbk-2_L4440_E09","55368_E09",7,450,485
"mbk-2","2015-06-26","L4440_E10","mbk-2_L4440_E10","55367_E10",10,509,569
"mbk-2","2015-06-26","L4440_E10","mbk-2_L4440_E10","55368_E10",9,502,524
"mbk-2","2015-06-26","L4440_E11","mbk-2_L4440_E11","55367_E11",18,489,529
"mbk-2","2015-06-26","L4440_E11","mbk-2_L4440_E11","55368_E11",9,429,537
"mbk-2","2015-06-26","L4440_E12","mbk-2_L4440_E12","55367_E12",11,562,622
"mbk-2","2015-06-26","L4440_E12","mbk-2_L4440_E12","55368_E12",12,507,428
"mbk-2","2015-06-26","L4440_F01","mbk-2_L4440_F01","55367_F01",7,449,388
"mbk-2","2015-06-26","L4440_F01","mbk-2_L4440_F01","55368_F01",6,484,418
"mbk-2","2015-06-26","L4440_F02","mbk-2_L4440_F02","55367_F02",8,360,493
"mbk-2","2015-06-26","L4440_F02","mbk-2_L4440_F02","55368_F02",14,424,383
"mbk-2","2015-06-26","L4440_F03","mbk-2_L4440_F03","55367_F03",14,486,397
"mbk-2","2015-06-26","L4440_F03","mbk-2_L4440_F03","55368_F03",10,582,485
"mbk-2","2015-06-26","L4440_F04","mbk-2_L4440_F04","55367_F04",6,447,470
"mbk-2","2015-06-26","L4440_F04","mbk-2_L4440_F04","55368_F04",8,524,574
"mbk-2","2015-06-26","L4440_F05","mbk-2_L4440_F05","55367_F05",8,426,430
"mbk-2","2015-06-26","L4440_F05","mbk-2_L4440_F05","55368_F05",7,471,484
"mbk-2","2015-06-26","L4440_F06","mbk-2_L4440_F06","55367_F06",11,463,589
"mbk-2","2015-06-26","L4440_F06","mbk-2_L4440_F06","55368_F06",10,420,421
"mbk-2","2015-06-26","L4440_F07","mbk-2_L4440_F07","55367_F07",16,469,630
"mbk-2","2015-06-26","L4440_F07","mbk-2_L4440_F07","55368_F07",10,406,470
"mbk-2","2015-06-26","L4440_F08","mbk-2_L4440_F08","55367_F08",18,394,368
"mbk-2","2015-06-26","L4440_F08","mbk-2_L4440_F08","55368_F08",9,463,442
"mbk-2","2015-06-26","L4440_F09","mbk-2_L4440_F09","55367_F09",9,455,423
"mbk-2","2015-06-26","L4440_F09","mbk-2_L4440_F09","55368_F09",6,496,547
"mbk-2","2015-06-26","L4440_F10","mbk-2_L4440_F10","55367_F10",17,630,512
"mbk-2","2015-06-26","L4440_F10","mbk-2_L4440_F10","55368_F10",5,477,421
"mbk-2","2015-06-26","L4440_F11","mbk-2_L4440_F11","55367_F11",12,612,524
"mbk-2","2015-06-26","L4440_F11","mbk-2_L4440_F11","55368_F11",12,410,555
"mbk-2","2015-06-26","L4440_F12","mbk-2_L4440_F12","55367_F12",12,587,585
"mbk-2","2015-06-26","L4440_F12","mbk-2_L4440_F12","55368_F12",12,539,460
"mbk-2","2015-06-26","L4440_G01","mbk-2_L4440_G01","55367_G01",3,436,396
"mbk-2","2015-06-26","L4440_G01","mbk-2_L4440_G01","55368_G01",5,334,429
"mbk-2","2015-06-26","L4440_G02","mbk-2_L4440_G02","55367_G02",9,331,522
"mbk-2","2015-06-26","L4440_G02","mbk-2_L4440_G02","55368_G02",10,548,457
"mbk-2","2015-06-26","L4440_G03","mbk-2_L4440_G03","55367_G03",11,473,540
"mbk-2","2015-06-26","L4440_G03","mbk-2_L4440_G03","55368_G03",10,523,462
"mbk-2","2015-06-26","L4440_G04","mbk-2_L4440_G04","55367_G04",9,447,530
"mbk-2","2015-06-26","L4440_G04","mbk-2_L4440_G04","55368_G04",11,585,598
"mbk-2","2015-06-26","L4440_G05","mbk-2_L4440_G05","55367_G05",11,429,389
"mbk-2","2015-06-26","L4440_G05","mbk-2_L4440_G05","55368_G05",7,526,457
"mbk-2","2015-06-26","L4440_G06","mbk-2_L4440_G06","55367_G06",12,500,496
"mbk-2","2015-06-26","L4440_G06","mbk-2_L4440_G06","55368_G06",12,395,417
"mbk-2","2015-06-26","L4440_G07","mbk-2_L4440_G07","55367_G07",17,412,493
"mbk-2","2015-06-26","L4440_G07","mbk-2_L4440_G07","55368_G07",11,540,428
"mbk-2","2015-06-26","L4440_G08","mbk-2_L4440_G08","55367_G08",9,498,525
"mbk-2","2015-06-26","L4440_G08","mbk-2_L4440_G08","55368_G08",8,475,523
"mbk-2","2015-06-26","L4440_G09","mbk-2_L4440_G09","55367_G09",5,384,672
"mbk-2","2015-06-26","L4440_G09","mbk-2_L4440_G09","55368_G09",12,534,477
"mbk-2","2015-06-26","L4440_G10","mbk-2_L4440_G10","55367_G10",16,546,463
"mbk-2","2015-06-26","L4440_G10","mbk-2_L4440_G10","55368_G10",6,360,337
"mbk-2","2015-06-26","L4440_G11","mbk-2_L4440_G11","55367_G11",16,580,405
"mbk-2","2015-06-26","L4440_G11","mbk-2_L4440_G11","55368_G11",9,545,430
"mbk-2","2015-06-26","L4440_G12","mbk-2_L4440_G12","55367_G12",9,605,714
"mbk-2","2015-06-26","L4440_G12","mbk-2_L4440_G12","55368_G12",9,557,531
"mbk-2","2015-06-26","L4440_H01","mbk-2_L4440_H01","55367_H01",8,480,487
"mbk-2","2015-06-26","L4440_H01","mbk-2_L4440_H01","55368_H01",12,567,517
"mbk-2","2015-06-26","L4440_H02","mbk-2_L4440_H02","55367_H02",7,483,435
"mbk-2","2015-06-26","L4440_H02","mbk-2_L4440_H02","55368_H02",11,630,398
"mbk-2","2015-06-26","L4440_H03","mbk-2_L4440_H03","55367_H03",12,590,356
"mbk-2","2015-06-26","L4440_H03","mbk-2_L4440_H03","55368_H03",19,495,551
"mbk-2","2015-06-26","L4440_H04","mbk-2_L4440_H04","55367_H04",9,540,442
"mbk-2","2015-06-26","L4440_H04","mbk-2_L4440_H04","55368_H04",8,557,465
"mbk-2","2015-06-26","L4440_H05","mbk-2_L4440_H05","55367_H05",11,438,461
"mbk-2","2015-06-26","L4440_H05","mbk-2_L4440_H05","55368_H05",12,587,414
"mbk-2","2015-06-26","L4440_H06","mbk-2_L4440_H06","55367_H06",13,593,521
"mbk-2","2015-06-26","L4440_H06","mbk-2_L4440_H06","55368_H06",17,486,384
